"","V1","V2"
"19666",41.2296802271755,-112.00802551931
"19726",41.2075565435,-111.99759078949
"19727",40.7343543351341,-111.997086194093
"19737",41.2648012329343,-111.995512509242
"19755",33.0479635136447,-111.993682184396
"19786",33.4711898629545,-111.986639720644
"19787",35.2252538866667,-111.985834723333
"19789",41.1831426709931,-111.986798787123
"19792",40.7706948092727,-111.986410591455
"19793",33.5999353801616,-111.986063598567
"19795",41.1553691675,-111.986004097083
"19796",41.1909837098039,-111.986233180359
"19797",41.06500535988,-111.98541061649
"19800",41.0731603221826,-111.985949912917
"19811",33.477462094,-111.984297177476
"19813",41.0698761053333,-111.981186379122
"19838",41.0765463855484,-111.977871632573
"19856",41.1955608858316,-111.977849812311
"19865",40.5433369638857,-111.975741190029
"19873",33.4711226677143,-111.973613095286
"19894",40.7313959242487,-111.972589675734
"19907",33.3518377051244,-111.969848612276
"19936",40.7278093532672,-111.965035336243
"19954",33.3483337508759,-111.961963774113
"19976",40.7417689587805,-111.957786933826
"19977",33.3996293757196,-111.959262523463
"19981",33.3812491683333,-111.957046945
"19993",40.7589730953571,-111.955579375179
"19995",33.4054637794438,-111.95613165427
"19996",41.165989165,-111.95654667
"20012",33.327571536403,-111.952173250651
"20028",33.3455719115443,-111.949299489724
"20047",40.6955312698077,-111.943914169904
"20066",40.7265215436538,-111.94023413609
"20097",40.7671504239148,-111.932632955467
"20109",40.8357060894071,-111.929539979006
"20149",40.8511607447525,-111.921009738631
"20151",40.8094362617045,-111.921774090909
"20178",40.7969848548529,-111.915831349987
"20234",40.7723408980556,-111.903473114667
"20274",40.52236060432,-111.896465696923
"20276",40.5497234511905,-111.896200359702
"20278",40.8787617515,-111.8960031655
"20284",33.6230150689536,-111.894777785974
"20285",40.6740895069318,-111.895643295568
"20287",40.6845236952597,-111.894097790714
"20288",40.9325398743182,-111.895125351818
"20290",40.9413658705952,-111.893300836577
"20460",41.7545368492909,-111.855515890282
"20467",41.7491749329268,-111.85522584205
"20689",32.8659809765833,-111.775401366934
"20727",32.8671020223403,-111.758988736495
"20732",40.0284692404545,-111.755588603939
"20733",40.733886665,-111.75686917
"20735",32.91153667,-111.756515
"20760",33.2964347872645,-111.743890636324
"20779",33.4466308061079,-111.735510639061
"20872",32.8271859511519,-111.689600355399
"20879",33.287472962963,-111.686240930093
"20890",32.8900252585181,-111.683614772692
"20893",40.2793322333218,-111.683045455114
"20911",32.823028094543,-111.676545760609
"20912",32.885160397785,-111.6753060079
"20967",40.1229287462877,-111.65369376052
"21022",35.1924671424132,-111.629555053196
"21023",33.2513323806646,-111.629360115582
"21032",40.1893476145836,-111.623949542334
"21035",35.1981194012329,-111.620617868875
"21040",32.7836404018519,-111.617319445
"21066",32.04825167,-111.602361734466
"21096",35.2172515324933,-111.572161797233
"21194",40.9419700124786,-111.435237619526
"21242",33.0585797863095,-111.365090077857
"21244",32.739005,-111.36425
"21423",32.2803969866667,-110.956936280694
"21430",32.2111507400146,-110.951952856447
"21445",31.382569464101,-110.945893817444
"21451",32.2055581302121,-110.939461989682
"21461",32.1974718208083,-110.929575512943
"21462",32.1758352460559,-110.928725596304
"21617",35.0119366928999,-110.696643287263
"21620",35.0163653081421,-110.688974063577
"21632",35.0276429708468,-110.678883259556
"21633",35.0166134424264,-110.676941310614
"21644",35.0021221981383,-110.659335449071
"21749",31.7205913481378,-110.279842188598
"21913",41.5449046012338,-109.856039869026
"21949",34.460511667902,-109.712679995817
"22036",35.1959552444118,-109.380138627794
"22072",41.9816399861602,-109.21504001384
"22262",35.4869728935511,-108.428376101297
"22342",36.7656386360493,-108.154846901986
"22476",35.1444239297619,-107.841404147381
"22573",48.46951833,-107.54937167
"22740",32.2936501460194,-106.811801426408
"22774",34.6396722602905,-106.793887038281
"22803",34.6517290534887,-106.779789999332
"22820",34.639404419026,-106.770532670879
"22824",34.6536014355602,-106.768623465774
"22875",34.621766223598,-106.740391258117
"22900",35.0867095105665,-106.719761599334
"22996",35.1966292447,-106.660629783867
"22998",35.2096504648441,-106.659508833505
"22999",35.036134803875,-106.660308259375
"23000",34.9383911371053,-106.660482806974
"23084",31.9869525550519,-106.602669828066
"23239",31.7753193141769,-106.469553630959
"23302",31.8115637457653,-106.397062992228
"23345",31.7488465579272,-106.332442095067
"23360",31.7150963931429,-106.317515642
"23363",31.7230612361667,-106.316377232917
"23436",31.6623966010899,-106.238165026275
"23514",32.363745,-106.1114375
"23515",31.487138335,-106.110770835
"23516",35.5524449904121,-106.111079971206
"23606",32.9233463950357,-105.957474858482
"23682",39.6709400708145,-105.326650581479
"23688",39.65306496625,-105.30813131875
"23690",41.13856333,-105.30692167
"23820",39.7916380801282,-105.080616640375
"23862",40.3935962823044,-105.059217973794
"23952",40.39014679075,-105.017599542
"23958",39.7179926322197,-105.013531331223
"23993",39.6425239324274,-105.003182747462
"23995",39.7149219000433,-105.001670542684
"23997",39.6932261116667,-105.001942498333
"23999",39.7848768478722,-105.001501630421
"24000",40.4537780662462,-105.001385599146
"24001",40.5379881635,-105.0007818075
"24007",40.4142093084697,-105.001224352153
"24015",40.4241954893861,-104.996331876617
"24016",39.6540614671806,-104.995865690653
"24029",39.7881692550407,-104.994882156335
"24032",39.9184535086191,-104.991764692128
"24043",40.4432569195861,-104.991767236607
"24055",39.7908900379917,-104.989894937858
"24079",39.9923960439069,-104.983182880584
"24085",39.872687653125,-104.98257694947
"24086",40.5099207490064,-104.981819160417
"24111",40.0830635518954,-104.980036002647
"24116",39.713801374944,-104.978267688515
"24151",39.7730115618146,-104.972129887053
"24166",40.4243732095421,-104.964432564456
"24168",40.4329631833699,-104.964051081455
"24173",39.7707752727669,-104.961962498866
"24186",40.4134580400159,-104.954901544884
"24225",39.7817027287418,-104.94006469169
"24227",39.8308884559139,-104.938677163414
"24229",39.7725852427445,-104.93895058393
"24230",39.7019468836496,-104.939648070177
"24240",39.7885327690347,-104.934897542739
"24253",39.8009341071067,-104.92993709279
"24263",39.7881274437317,-104.922457830528
"24280",39.7791354012526,-104.915730388716
"24298",39.7727056420221,-104.906364337224
"24303",39.7807017976782,-104.903675044485
"24315",41.1201115070407,-104.897063699996
"24317",39.5633537484977,-104.90006920864
"24333",39.8576850965196,-104.892092697833
"24341",39.8738490453576,-104.889338840551
"24367",39.8068819459259,-104.879241661778
"24375",41.1265733753205,-104.876079245266
"24379",39.77268534775,-104.874256149375
"24385",41.1138979107609,-104.871471431703
"24386",39.7920686470603,-104.869131788513
"24389",39.0962145073684,-104.869405995439
"24390",41.12868620175,-104.868407404833
"24394",39.7848868033351,-104.868918952978
"24396",39.6914537950632,-104.868490992496
"24435",39.7921433212411,-104.853730677648
"24438",39.7818489855767,-104.852074452144
"24457",41.1196633520449,-104.848810820762
"24503",39.7593325639173,-104.830909397606
"24517",39.73637832375,-104.825452021875
"24541",39.7622865575157,-104.822221424224
"24561",41.1323629016332,-104.815784401462
"24568",39.969949333,-104.811852417
"24572",39.78880865,-104.812860157381
"24575",39.61327299,-104.811603586146
"24607",39.7329946755844,-104.799811383555
"24626",41.1638500524219,-104.793444199062
"24638",38.9342888577257,-104.790399292584
"24664",39.7582886254813,-104.783997394118
"24666",39.7499195185565,-104.782736034107
"24676",39.7453673499742,-104.779430251948
"24684",39.7740663727739,-104.775948317676
"24712",39.7551406694329,-104.76663687711
"24718",39.9582575,-104.763750415
"24725",39.7677878042944,-104.76263095576
"24728",39.4793677777273,-104.761719115455
"24731",40.0468369175,-104.76209975
"24732",40.0530973258333,-104.7614737075
"24740",39.9785303337302,-104.758870677784
"24835",38.7200304447368,-104.717292977813
"24899",40.433027293029,-104.693420658453
"24911",40.5299781638324,-104.689321734762
"24935",38.2298992369028,-104.666776598259
"24937",39.56727667,-104.66660333
"25037",33.4489470919174,-104.52849555102
"25091",32.8459839623254,-104.431457173814
"25095",32.8470312977628,-104.421239525962
"25233",35.1778573628788,-103.714036816199
"25274",40.2593148775,-103.635977336736
"25285",35.173707998,-103.61111333
"25442",34.4038195853425,-103.242212520267
"25447",34.4014300088014,-103.236908015959
"25453",34.3120216996497,-103.226190440579
"25464",34.3995605492273,-103.212096644549
"25465",34.3973694862598,-103.20599832212
"25489",34.3963182370269,-103.172883588656
"25506",34.3948514934205,-103.162607299651
"25507",44.10163667,-103.16357333
"25511",32.7448830743333,-103.157376002667
"25536",34.3946202153387,-103.133107872745
"25570",34.3890519722793,-103.072711987284
"25584",34.3934361116667,-103.035336834667
"25626",34.462818564,-102.940734104375
"25636",30.8948720408373,-102.909544442847
"25640",30.8881270380833,-102.903785507167
"25683",45.971915,-102.833779998051
"25714",34.6303142364829,-102.725783760361
"25824",34.7204395102083,-102.494783350114
"25848",34.7771443501626,-102.461901368435
"25871",34.8062209266901,-102.415656950873
"25879",34.8141193420724,-102.405904019704
"25923",31.8975887692899,-102.333011966715
"25929",31.8655818761834,-102.325244793089
"25936",31.8648599822258,-102.315221227212
"25939",31.8613827230508,-102.314130741732
"26165",33.5517962263122,-101.949902931516
"26192",35.1859635163636,-101.930509431773
"26353",33.5903510728527,-101.85725274788
"26370",35.1337354356401,-101.853818337131
"26380",35.135098655243,-101.850157304333
"26389",33.5952469638973,-101.844639200193
"26390",35.1712969610505,-101.843495990146
"26421",35.2049227864432,-101.829292874962
"26424",33.5460978966884,-101.829136222809
"26427",33.5510158246062,-101.827555138398
"26439",35.2006843159989,-101.816206638663
"26442",35.1916679076197,-101.815951318811
"26445",33.5383703903698,-101.81491589251
"26470",35.1904599824452,-101.792551672654
"26513",35.2195428073648,-101.764029690422
"26519",35.1977003314653,-101.76318348153
"26535",35.225064229778,-101.749852135283
"26536",35.1924063759955,-101.749017194591
"26548",35.2333733352034,-101.741336653995
"26563",34.221352988233,-101.72903770411
"26572",35.2007126083223,-101.722551310771
"26573",35.2079911725833,-101.722228912958
"26575",34.2092327773375,-101.722821542563
"26577",35.18733653,-101.722317775
"26578",39.331788884751,-101.722620203228
"26579",34.2249305426503,-101.718783804195
"26587",34.2102490010955,-101.712157818524
"26635",35.25963280585,-101.648672413869
"26674",35.2658193168603,-101.585061810454
"26685",35.2808844284259,-101.55978370463
"26795",35.22499833,-101.3701625
"26797",47.55758833,-101.370055
"26935",37.9975332035177,-101.031350210752
"26980",37.9876050416883,-100.978368386623
"26988",35.5380898747745,-100.964491577787
"27061",41.125565,-100.87997833
"27262",31.48884624319,-100.45852119914
"27354",41.3766299975378,-100.25679999509
"27372",34.4201649913949,-100.21611623212
"27376",34.4148832772436,-100.205949907236
"27503",35.2146088787798,-99.8521069751488
"27546",32.4731960913333,-99.7824916608622
"27583",32.3816013218835,-99.7476188044485
"27596",32.4803812878571,-99.7395844378571
"27597",34.2870218460714,-99.7398090478571
"27598",34.29541034675,-99.7393888076667
"27599",40.7635989495798,-99.7392357563025
"27699",38.9494333272143,-99.559839571
"27730",27.5432252330761,-99.5143091761734
"27743",27.542686359469,-99.5058930101355
"27787",27.4549851339709,-99.4711308182445
"27823",35.4026688508002,-99.4119275045076
"27900",34.1722810648857,-99.2948381431726
"27904",43.546725,-99.29219667
"28105",31.7325360344731,-98.9834908833245
"28121",35.5107706593057,-98.9640865908777
"28244",38.3671486968913,-98.7810175962609
"28368",29.4856852268602,-98.6668476740753
"28392",29.3155858333428,-98.6169220335663
"28431",29.5538650185977,-98.6016167619887
"28444",29.5664486321143,-98.5945124457717
"28617",33.9283412815543,-98.5185923041283
"28634",29.4113828065149,-98.5124757845327
"28681",33.9137279396771,-98.4894417612431
"28682",37.0183549849123,-98.4901577917544
"28691",29.413659530625,-98.489226719375
"28693",37.0273361363636,-98.4864762113636
"28694",29.55951080658,-98.4881251864086
"28731",29.6153613294215,-98.4750697457438
"28737",33.8879051328315,-98.4706883351767
"28743",29.6131011415122,-98.4698782123759
"28803",29.4406573818323,-98.4438240897329
"28851",29.441721837952,-98.4300798152201
"28859",40.88640833,-98.4289433186707
"28903",29.4425073851502,-98.4114843081856
"28913",29.479348133938,-98.4098349760751
"28933",29.4805782738244,-98.4045723707388
"28941",29.4739288593214,-98.4019472878578
"28942",29.4688735994767,-98.4012901884653
"28943",29.4601841984151,-98.4006895575242
"28965",33.8774866196631,-98.3945554956206
"28967",29.4858197629517,-98.3950446023239
"28968",29.4550545127609,-98.3945447711448
"28971",29.474087434315,-98.3943290538919
"28973",29.44109591525,-98.3937183071667
"28985",29.4779955118943,-98.3893848188164
"28986",29.4834279585116,-98.3895370461386
"28991",29.4204464344204,-98.3883868507479
"28999",29.4005095939279,-98.3849705823898
"29066",29.554220339697,-98.360264101563
"29123",40.9244876149593,-98.3328563837942
"29125",29.5686308797222,-98.33350226875
"29126",33.8611979417092,-98.3330681452806
"29128",40.9191070246429,-98.3307170221428
"29198",29.6055441379008,-98.2867610837939
"29218",29.6056624344148,-98.2773847628945
"29308",26.190471831087,-98.2291732377246
"29310",32.2190948115881,-98.2294836976127
"29326",26.2748921781073,-98.22165301625
"29328",26.1535513976471,-98.2213658329044
"29332",29.6425967470856,-98.2181009850768
"29333",26.1254278518605,-98.2196034349107
"29358",26.1882725587437,-98.2087738803909
"29362",38.330511433125,-98.207792390625
"29375",26.1941357514581,-98.2024253625175
"29406",37.2482573044231,-98.1878998823626
"29435",29.1629813220674,-98.1784071480532
"29504",26.3475543282312,-98.1469974236018
"29694",29.7320111814945,-98.0708537520972
"29711",28.1827799991523,-98.0660783291574
"29715",29.7351134232098,-98.0618686252396
"29725",29.7483916799482,-98.0572125667135
"29804",26.1628415122556,-98.0033134380035
"29819",26.1646292785366,-97.9914575764634
"29821",26.2867545964815,-97.9897187851852
"29823",26.1742842347264,-97.9889259148024
"29826",41.20821,-97.98924333
"29901",29.8575569305126,-97.9629270967521
"30041",38.066382890501,-97.891060841805
"30043",36.4203882316667,-97.891133155
"30044",35.0826031258333,-97.8901416658333
"30046",32.78397333,-97.89101333
"30055",38.0616643494024,-97.8850582165148
"30067",38.065472779523,-97.8762314137916
"30086",31.1168408682642,-97.8686716031804
"30115",27.4954317121577,-97.8554929986012
"30180",30.0850308517146,-97.8242131342115
"30229",36.416915544001,-97.8033137196441
"30389",30.3073538636752,-97.7425482023932
"30392",30.394147460079,-97.7423039025272
"30448",31.1229514745238,-97.7258199520238
"30570",35.4560670168485,-97.6872539070303
"30620",31.069415923431,-97.678701932931
"30651",31.0682669079482,-97.6699382092551
"30707",35.4048719497619,-97.6578358911905
"30712",35.4590053772652,-97.6578004201364
"30722",35.4346722452941,-97.6551688491961
"30757",35.4059600893399,-97.6465679939657
"30774",35.4120816214551,-97.6452958297523
"30782",35.4687722751442,-97.6422923732212
"30797",38.8290361116667,-97.6382825
"30798",27.7768869707143,-97.6374000389683
"30838",26.1974082292772,-97.6306774824498
"30941",38.7837967108701,-97.6065390318985
"30967",35.4727400738095,-97.5983486281746
"30997",35.4649670823932,-97.5886434573932
"30999",37.655574317294,-97.5888169260884
"31059",35.4735068353396,-97.5659379631513
"31092",37.6569941846667,-97.551974224451
"31102",35.5653661851071,-97.54883222825
"31107",33.1852979335178,-97.5485001789015
"31110",35.605746981676,-97.5466342667319
"31111",30.77435667,-97.5476716531758
"31132",27.8209962350174,-97.5375400985243
"31158",35.4626894909524,-97.5259533172619
"31216",35.6149628055484,-97.5088770439398
"31243",35.3773941417523,-97.4992878973836
"31245",35.6135337025791,-97.4989687107548
"31249",35.318220835,-97.497908335
"31250",35.809245,-97.4987966533244
"31253",35.4035877722368,-97.4951153190095
"31266",35.4096305730726,-97.4928284495641
"31443",29.502474332,-97.444616499
"31449",27.7417942047922,-97.443766995832
"31452",25.9105328466667,-97.4418318816667
"31454",37.2792644925,-97.4416538883333
"31475",35.5729172771759,-97.435569102717
"31482",25.9389613669444,-97.4321149873333
"31484",35.5819601526046,-97.4328411217378
"31563",37.6748166123256,-97.4123333157558
"31646",35.1288221673,-97.3941768002
"31651",35.141175415,-97.394785835
"31658",37.2488358540702,-97.3943078805263
"31659",31.1192543870214,-97.3929857410321
"31697",31.1165618831097,-97.3847213418562
"31767",41.4404283396135,-97.3681694616667
"31785",31.0663920174987,-97.3665833718779
"31792",31.1388024467647,-97.3652537848307
"31800",31.1433008638692,-97.3630071740009
"31835",31.1353162851866,-97.3562354704602
"31842",31.1526353656863,-97.3550243347059
"31843",36.281802085,-97.3553075
"31844",31.1100727682236,-97.3543306016562
"31849",31.1036920301591,-97.3542930655985
"31850",32.8360858048319,-97.3548717073701
"31853",37.2924231939366,-97.353938585724
"31855",32.8296231907273,-97.3544741603182
"31874",36.6536231438335,-97.3490961562218
"31875",37.2751091513458,-97.3483282870643
"31885",32.9975982397422,-97.3490510385258
"31893",31.1192690567756,-97.346126876564
"31894",31.1447152906561,-97.3469986802715
"31912",37.7791288739093,-97.3428699012548
"31919",31.128836160881,-97.3413185851107
"31939",32.7420649600256,-97.3393606754441
"31942",31.1335969674255,-97.3371193804995
"31988",37.6880935341032,-97.3317293979286
"32004",37.6796710005,-97.3310911806667
"32007",36.4263961116667,-97.3296693083333
"32010",32.6648369311542,-97.3304277968984
"32013",32.8245092062388,-97.3308422207468
"32015",37.7646454795833,-97.3300010003571
"32018",37.6465408574713,-97.3305989243966
"32020",37.6931206904613,-97.3305572270387
"32053",37.6027240441923,-97.3264371872308
"32083",31.1647196935105,-97.3209944684843
"32104",32.6372688477336,-97.3192139345963
"32124",31.1748113638009,-97.315782285
"32157",32.6375130179293,-97.3091418200139
"32164",37.639975835,-97.308428335
"32166",27.9019287525,-97.3075445825
"32167",32.9577355778788,-97.3078929019697
"32169",31.204753335,-97.3076925
"32201",37.6267924554955,-97.2988695278861
"32318",34.748113498,-97.264984586
"32327",32.9124124988387,-97.2639925035904
"32350",34.7005917123584,-97.2563421516623
"32366",32.8436532754461,-97.2514812242572
"32372",37.7460122903846,-97.2507941980288
"32373",34.6925428985714,-97.2501312035714
"32375",32.9699948184351,-97.250985978879
"32387",37.494288304,-97.247178278
"32415",32.9959574359198,-97.2379436972433
"32497",34.7351211784639,-97.2111589683386
"32499",32.9781408139565,-97.2114971084565
"32508",31.4867857706197,-97.2079270109695
"32548",33.14165,-97.1909069014286
"32549",31.5105910407143,-97.1898107014286
"32550",31.4963405161905,-97.1897068259524
"32551",34.5490148440476,-97.1900190469048
"32552",31.425606023858,-97.1902007041204
"32554",33.29060667,-97.189165835
"32589",31.4963753698134,-97.1784894403642
"32611",31.4544441205675,-97.1736673267601
"32631",34.1855018255025,-97.1710149204866
"32634",33.4093366953535,-97.1686244736266
"32638",33.3993434702478,-97.1697650844544
"32671",33.4126960183113,-97.1629812380567
"32678",33.4171135227264,-97.1624252878138
"32679",33.3960260511312,-97.162035464075
"32680",33.2016288956068,-97.1615988552253
"32682",33.4581231945513,-97.1615622815171
"32686",31.4864110961034,-97.1617405287203
"32687",33.3317600005882,-97.1609886998529
"32755",31.5086225450925,-97.1499346452764
"32818",34.1519456167135,-97.1393472982397
"32869",31.6101206639976,-97.1244217002553
"32931",31.76614625,-97.10616395875
"32933",31.5856750087491,-97.1071576245528
"32934",32.02464583,-97.107364165
"32939",31.9334909646431,-97.1058697634055
"32996",47.887512167468,-97.0958676899073
"33006",32.0244022141765,-97.0942321509398
"33012",32.0119296856137,-97.0927043323312
"33046",36.7156497802015,-97.0831017149455
"33053",32.7864981453199,-97.0473080466363
"33094",37.0604215334983,-97.0353534595494
"33118",37.0904757597255,-97.0260969658986
"33124",32.9555457393117,-97.0260410013563
"33137",32.9747773805226,-97.0219347191879
"33157",32.8000694689504,-97.0123301525887
"33362",35.3233344286768,-96.9258640304747
"33364",32.9320436185532,-96.9257905288843
"33365",32.8409506812983,-96.9260490030749
"33391",32.6987008419809,-96.9158702629551
"33430",32.8442383029934,-96.9022564553674
"33512",32.8721641033895,-96.8793230021337
"33514",32.9256994857447,-96.8793534395745
"33572",39.0008642257151,-96.8614553278164
"33595",32.6373691749211,-96.8553301447401
"33627",46.8340677717857,-96.8433700323016
"33654",46.8579585910606,-96.8347423932071
"33655",46.8936402445106,-96.8348733338904
"33661",46.8902113110507,-96.8329266376087
"33662",32.8341731082106,-96.8329523871739
"33663",46.84009,-96.83420875
"33672",33.0242132599612,-96.8312813410853
"33673",32.8158225,-96.831611665
"33740",32.771554725326,-96.8051679781209
"33745",32.637462699055,-96.8032494270435
"33748",32.6425196882551,-96.803326630118
"33760",32.6335523582866,-96.7981910890498
"33807",40.8112273481149,-96.7823875543079
"33840",46.8511251834046,-96.7729073756082
"33962",40.8516657349479,-96.7320348103906
"34011",40.8014725582,-96.7138392858
"34012",43.564792537857,-96.7136994948403
"34014",40.792824285303,-96.7129785325758
"34016",30.5296980533333,-96.712709445
"34102",40.7695486970476,-96.678404468381
"34127",32.7740159411427,-96.6722587344047
"34131",43.5357410811111,-96.6696260911111
"34133",35.760651665,-96.671309165
"34134",35.7463897523232,-96.6704968055556
"34136",35.3816092049832,-96.6705824111676
"34138",32.7810998578691,-96.6694604890262
"34140",35.753450662705,-96.6686978556991
"34141",32.7649006732173,-96.6693151675897
"34142",41.4558224966667,-96.6683202783333
"34144",32.7593970867527,-96.6674425576882
"34145",40.766906665,-96.6687304175
"34146",32.7872078145294,-96.6684284572353
"34152",32.85962667,-96.66757167
"34155",32.7727107076769,-96.6631869139064
"34289",33.655714997375,-96.607170319625
"34412",32.6507812182328,-96.5540078170096
"34414",28.791833514386,-96.5524735594737
"34496",33.8824062026514,-96.5007497957062
"34649",42.4298001395315,-96.4163360807494
"34661",33.9973503456252,-96.4094597144573
"34695",40.9705896962121,-96.392200740101
"34697",33.9901898938158,-96.3919232269737
"34698",30.1423337687183,-96.3921715834325
"34779",32.7289705392581,-96.3533164035154
"34800",32.7250604965385,-96.3379651609222
"34842",39.1880788989808,-96.3086064013077
"35017",36.1460441395,-96.2203899998333
"35021",38.414795700053,-96.2159472005531
"35028",38.4074923553908,-96.2128629051952
"35106",29.7411102994209,-96.1741304440314
"35138",38.4001524465543,-96.1640978431072
"35154",41.2929909059319,-96.1593369564934
"35201",32.3358706117892,-96.1389918685392
"35202",41.153138725,-96.1387809238
"35211",41.2189816649986,-96.1346034588716
"35232",41.2140242204789,-96.1294944792009
"35240",32.9233686494552,-96.1252213791283
"35241",41.1577325004071,-96.125495590977
"35243",32.9049752470139,-96.1230339855556
"35268",41.2208099582347,-96.115567901557
"35283",41.2185315134659,-96.1089036678409
"35347",41.1862672662633,-96.0827590001279
"35467",41.2205178630488,-96.0411866468306
"35500",41.2163936967306,-96.024959205868
"35503",41.2228772954233,-96.0227797115873
"35566",36.0530377567519,-96.0028716984463
"35578",36.1488770788859,-95.9988499023535
"35579",36.7504728960417,-95.9981454179167
"35580",41.2155795629348,-95.996835005788
"35584",36.0887110636574,-95.9973821994555
"35639",35.6141535370442,-95.9775376764333
"35649",29.2255751307123,-95.9781279648208
"35650",35.695841665,-95.977026665
"35651",29.2348766848889,-95.9767915840222
"35656",34.60080667,-95.97699667
"35715",41.2085790731949,-95.9591598855537
"35748",41.2137119194946,-95.9524817016156
"35822",41.3144597176445,-95.93489334236
"35842",36.5768501270154,-95.9310948601182
"35860",41.3139604811066,-95.9293986138425
"35881",36.2533575845246,-95.9240893349236
"35890",41.2496877775,-95.9211640283333
"35894",35.9690024291076,-95.9228872436401
"35903",36.5782315809167,-95.919287656875
"35906",41.5491483338462,-95.9191658973077
"35910",41.1529062525,-95.9192254175
"35920",36.9109766666667,-95.9173838866667
"36024",41.5546366551389,-95.8902815046528
"36038",41.2425483444801,-95.8860122125434
"36073",41.2365295132072,-95.8776112101663
"36099",41.2420563454167,-95.8673467266667
"36110",32.54660062625,-95.8654146529167
"36111",41.5009972925,-95.865073125
"36112",29.7799722711907,-95.8658762056902
"36116",41.2967216683333,-95.8640472733333
"36119",40.62790167,-95.86547833
"36174",40.6598334541765,-95.8511529362059
"36198",41.2307981724871,-95.844311443833
"36229",36.2947782122222,-95.8393691753611
"36243",36.1569673330417,-95.8347761877292
"36404",36.0617506964118,-95.7758593960588
"36448",39.0414191070593,-95.7610843858126
"36460",36.1714296866667,-95.7557377452083
"36466",32.2689095498581,-95.7544030380655
"36470",29.5842413883333,-95.752831665
"36471",29.0723070535273,-95.7542037924342
"36515",39.0892593558144,-95.7386884794508
"36532",38.4296275766029,-95.7277182635167
"36553",39.0856841447864,-95.7198398381533
"36561",39.0975366004116,-95.7165793141423
"36573",32.6763320726163,-95.71290611366
"36591",39.0767316849505,-95.705594051119
"36642",38.9671050193007,-95.6931161129669
"36676",39.0715869542153,-95.6833774103093
"36679",38.9406367324498,-95.6823418491639
"36688",36.23405802,-95.682322499375
"36689",35.098626045,-95.681991045
"36690",32.4984414684179,-95.682220835
"36778",38.4827383325,-95.6500110425
"36782",35.161275925,-95.6497850944444
"36783",29.912947215,-95.648624050625
"36784",30.3852564533795,-95.6492368833744
"36789",29.72052232,-95.6485021052193
"36790",30.35909833,-95.64881833
"36804",29.9236300275958,-95.6437226532622
"36808",29.613354710099,-95.6417442984579
"36854",33.1344266737896,-95.6276196398122
"36899",33.1407674175,-95.614454082
"36913",29.8758164956502,-95.6127345566026
"36914",36.342365,-95.6129883318806
"36929",36.3201976492262,-95.6066421317857
"37014",33.5704150670833,-95.5855637508333
"37045",33.6432900006061,-95.5791519584849
"37048",33.1329788678562,-95.5789869019152
"37054",33.6771787310395,-95.5772858579595
"37056",33.1389645868646,-95.5764333066071
"37058",29.9954195851613,-95.5774803025807
"37101",33.698510852139,-95.5655600351337
"37124",33.1288571363333,-95.5615939274333
"37130",33.6870997384703,-95.5620720010196
"37133",29.70397385525,-95.560498785
"37135",33.6939520028646,-95.560251896264
"37138",33.6291382091912,-95.5596194464951
"37148",33.6837024784831,-95.5586174281909
"37166",30.1122424868587,-95.5545095349239
"37169",29.7878721220213,-95.5549700907699
"37170",29.9047242125524,-95.5555954780559
"37179",40.4054751159091,-95.553195045303
"37186",33.6954536238453,-95.5531295185505
"37195",29.8382277610408,-95.5506114523622
"37221",33.678238359375,-95.5439386717187
"37250",29.8424440988818,-95.5373553368208
"37251",29.8370025399343,-95.5387955623234
"37254",35.4674553078667,-95.5379174159778
"37272",33.6691572108217,-95.5346337450302
"37277",29.7858876346028,-95.5324526506934
"37280",29.8379285340776,-95.5319266422189
"37282",29.9638196193084,-95.5320703060673
"37348",29.6103782532574,-95.5128844380873
"37373",33.6622519808333,-95.5048927025397
"37446",29.9610517100727,-95.4825738778727
"37462",30.3305786364276,-95.4781068139712
"37471",29.6802664582097,-95.4774826988545
"37530",36.4720041683333,-95.4601313883333
"37540",30.2810305181818,-95.459155975
"37541",29.0441073117014,-95.4606584797569
"37551",30.1239079910776,-95.4575994011434
"37552",30.22938667,-95.45844
"37568",30.2078211683479,-95.451908230338
"37700",29.9799477262312,-95.4202543926805
"37716",29.9514197044408,-95.4185851398684
"37756",34.8324833116667,-95.4082806133333
"37765",29.6142050617954,-95.4073613101306
"37771",29.6792286913418,-95.4077230864399
"37772",29.7798813688333,-95.4074073303667
"37773",29.6703500557479,-95.4080895596117
"37776",29.935412150811,-95.4072528194197
"37779",38.5285362830769,-95.4067117938462
"37806",32.4735030788462,-95.4017338151923
"37834",29.7058612118586,-95.3925531246546
"37836",29.5574597565048,-95.391457384
"37864",32.3283841735326,-95.3871077920471
"37935",29.8757738341688,-95.3740456432981
"37967",29.8819275743519,-95.3659301960185
"37968",29.727821875,-95.365935415
"37975",29.765351469875,-95.364265404375
"37976",29.718515041836,-95.3648974518952
"37977",35.7572574823188,-95.3633865315942
"38123",32.2995640313068,-95.3296565839489
"38153",32.3005957285937,-95.3214061010166
"38240",29.7763390947672,-95.3004920244445
"38257",29.6390816060056,-95.2985521835806
"38313",30.1731598964105,-95.2845149965114
"38318",36.2845397402344,-95.2852058517188
"38320",32.4508849597421,-95.2847226484821
"38325",30.2138271809084,-95.2853354829623
