"","V1","V2"
"3177",37.6730302441137,-122.150991169398
"3224",37.6586476722919,-122.134531066186
"3266",38.0757858346514,-122.119191887801
"3268",37.6341871378788,-122.117733138586
"3341",37.6183811881621,-122.086359385441
"3344",37.6120958440172,-122.081196989346
"3351",37.6160904164773,-122.075417833523
"3371",37.6132044996891,-122.063760474997
"3372",38.2593849285,-122.062705647
"3449",37.5213812395833,-122.029870409444
"3515",37.371635572574,-121.995192434101
"3552",37.5141937318136,-121.981417574479
"3560",38.3509060632108,-121.976631204388
"3610",38.3637627771325,-121.960615951534
"3647",38.409835250361,-121.9506014226
"3729",36.6038343725,-121.9160866675
"3732",37.4638082765324,-121.916188512849
"3734",38.4078008409804,-121.915612393431
"3735",37.2676547265,-121.9158821645
"3736",37.3929917912816,-121.915996827626
"3740",37.7112668518115,-121.915157605003
"3761",37.3379544559567,-121.907653543565
"3769",37.3656752989545,-121.903944529373
"3829",37.4144614968229,-121.879877068309
"3837",38.014007835723,-121.878820070561
"3850",37.3580581442369,-121.873696782965
"3882",38.7740031386667,-121.856164916
"3973",37.7020125906234,-121.80896553041
"4041",36.7615751316848,-121.785508698587
"4086",38.6928160963095,-121.771766324444
"4091",36.8548152737012,-121.770081571829
"4110",36.9025420085816,-121.760361223017
"4115",42.200164174697,-121.758199632045
"4129",38.6882439911117,-121.753569974418
"4141",36.883982304504,-121.751436587778
"4161",36.7583023275655,-121.742962690155
"4165",38.6902438291049,-121.743202229768
"4197",38.6791460450026,-121.728008240395
"4244",36.7779749657061,-121.711465974104
"4278",37.7110064297903,-121.699852260444
"4362",36.8886527865,-121.661744538167
"4393",36.7191615409122,-121.649737941622
"4417",36.6671401515947,-121.639973362677
"4420",36.6496927515972,-121.639269966944
"4423",36.6745614851733,-121.639704126559
"4425",39.139333202572,-121.639290249424
"4426",36.6620781756454,-121.638504305078
"4450",36.6497497048421,-121.632043464752
"4458",36.6447725880348,-121.628973646248
"4459",36.6576074812278,-121.627398083482
"4477",36.6415707458681,-121.619272048513
"4573",39.1180759732082,-121.574566495551
"4585",38.5609212779875,-121.570014216311
"4597",38.5559542605269,-121.56625813987
"4617",38.5744177069695,-121.555411172929
"4634",38.5834535483375,-121.551143254194
"4640",38.5692364814401,-121.548963780365
"4658",36.8560140796573,-121.544896384133
"4699",38.6183165904,-121.534500401333
"4703",37.7302515296664,-121.534181630939
"4706",37.7083035036294,-121.533072712135
"4708",38.487593335,-121.533348335
"4714",36.59677808,-121.528955415
"4718",37.7156467028285,-121.530247977759
"4720",37.7402611905952,-121.528341894524
"4721",37.7284279656003,-121.528342358066
"4722",37.7016119663112,-121.527962636766
"4724",38.5789595825,-121.5280712475
"4725",38.5929075,-121.524844165
"4728",36.5380675,-121.524764165
"4730",38.6530516666667,-121.524684165
"4731",37.7078896423333,-121.524453475236
"4732",37.7307062889486,-121.524463456001
"4733",37.7244444269511,-121.524449839679
"4736",36.848515,-121.524346941667
"4739",37.7189161740287,-121.523830643714
"4740",38.779501263,-121.52362682
"4742",37.7155110205172,-121.523629131623
"4756",37.7222306731131,-121.517143174427
"4808",38.6351373601933,-121.502377012916
"4813",38.7368478455556,-121.501820285833
"4850",37.7252628444781,-121.486293115766
"4888",37.7510895088265,-121.473689649137
"4934",37.7199012643872,-121.460788632254
"4941",37.7563549072222,-121.456619779444
"4942",36.5289775,-121.456374165
"4944",38.5489084433333,-121.456589442222
"4963",37.7388093714031,-121.450458603867
"5013",37.7155275318723,-121.432887018528
"5080",38.4667167987663,-121.411771053748
"5090",37.7433869696146,-121.408691613838
"5122",38.4848400129494,-121.398788553126
"5128",38.5324089683077,-121.397087701651
"5135",36.8970274731481,-121.395034363519
"5143",37.7466110057142,-121.394390162016
"5146",38.118109156667,-121.393911385574
"5147",38.7220471467188,-121.393232561447
"5148",38.5115506654894,-121.393765691702
"5149",37.7585047698775,-121.393537074914
"5151",38.5354028487798,-121.393714131721
"5161",37.7571313580025,-121.389406442028
"5185",38.5166524189789,-121.381766349175
"5200",37.7641077984629,-121.376752828963
"5203",37.7696971907317,-121.375630917236
"5226",37.7566540633897,-121.369381209471
"5315",36.4236790555952,-121.337504358095
"5334",38.8391021095161,-121.331349686774
"5353",36.4165971397937,-121.326624605206
"5392",38.8422555551747,-121.316025183308
"5416",38.8279839237121,-121.309537409318
"5417",38.7301922867046,-121.309395290114
"5418",37.5987070589286,-121.309851163214
"5419",38.7915342014327,-121.310150971724
"5420",44.0569942183333,-121.308418805833
"5421",38.7042358341667,-121.3094938875
"5424",38.7360818580672,-121.308675114748
"5425",38.8182234606522,-121.309302195652
"5439",38.1341032530037,-121.304428956442
"5468",38.1388488710429,-121.299691524566
"5472",37.8045875309797,-121.298847739534
"5514",37.9919664363361,-121.28866384064
"5530",37.9502922575346,-121.285686402549
"5583",37.8633636376786,-121.274369386111
"5589",37.8216140605417,-121.273832432167
"5622",38.6162421454365,-121.268079156865
"5624",37.9608674857249,-121.267880018578
"5627",37.552635625,-121.2672616675
"5630",38.7796486490398,-121.266427631312
"5632",37.8504639104723,-121.267172473936
"5634",37.9057016274242,-121.267123473436
"5635",44.0586252886736,-121.266184247836
"5637",37.8886674777962,-121.26556675305
"5638",37.8041685249969,-121.266230515273
"5641",36.2950127613889,-121.267184706111
"5642",38.5880550991973,-121.266527534982
"5643",37.8347632525101,-121.266907028117
"5644",38.7659727017073,-121.265271383902
"5652",37.8940931734903,-121.262894766755
"5657",37.9149362691116,-121.26356537573
"5659",37.809392141318,-121.261804142281
"5662",37.7992263806068,-121.260665086615
"5672",37.821654637125,-121.259609837137
"5690",37.8982012128352,-121.257140208307
"5693",38.7476197512247,-121.257347339358
"5720",37.9825165489194,-121.250787142825
"5746",38.1264394366331,-121.244562451191
"5749",37.9191245141609,-121.244121593765
"5754",37.9492472003543,-121.243802564939
"5765",37.9840760139439,-121.239305449606
"5769",38.7848277115909,-121.238706478279
"5770",37.9130872729458,-121.237993459058
"5778",36.3249791707647,-121.237082387275
"5827",37.802279583,-121.2189714995
"5845",37.7932997061587,-121.210627219421
"5866",37.9089043646076,-121.200976286245
"5873",37.7803228440476,-121.198151855794
"5900",37.9121608187265,-121.183540752594
"5917",45.6279816683333,-121.1745925
"5921",44.308403335,-121.174089165
"5922",37.4667088970983,-121.174817326163
"5970",37.4605598218889,-121.152499275841
"6010",37.7463998744118,-121.134415395294
"6042",37.6817568171371,-121.111846436258
"6095",37.7031231331548,-121.067511166609
"6098",37.7088438122826,-121.063586695078
"6105",37.6993592266909,-121.060941336255
"6121",37.6862343715,-121.048774344923
"6135",37.6728966819372,-121.039111285446
"6190",37.5944526143995,-120.999345246933
"6202",37.5998591017648,-120.993690193146
"6204",37.5853632131382,-120.99221196941
"6206",39.0033826665,-120.993608415
"6207",37.5760600666009,-120.992949012675
"6208",37.6310435972513,-120.993788526341
"6209",37.0853183509474,-120.992983106895
"6210",37.672443833,-120.992253165
"6211",37.6076897542308,-120.992871158462
"6214",37.7925213710673,-120.99206528117
"6216",37.6135791474074,-120.987976142937
"6218",37.5905448974123,-120.987541763343
"6219",37.6358978691915,-120.988066229967
"6227",39.020731666,-120.983280336
"6228",37.7955479442437,-120.983530689853
"6232",37.6289742678208,-120.982687403002
"6233",37.6086396220884,-120.982100840611
"6235",37.578267,-120.982166665
"6238",37.6143862738552,-120.97899407338
"6239",37.6032426461161,-120.979413988036
"6240",37.6327116359656,-120.979920417876
"6241",37.5982228242353,-120.979035286927
"6244",37.78366916875,-120.979273125
"6245",37.6363264329139,-120.979312176261
"6280",37.6378666304842,-120.955583341163
"6299",37.6345699791205,-120.947856949613
"6319",37.6373259902074,-120.937313837497
"6335",37.6332034573411,-120.932108070474
"6339",37.7158394107308,-120.930358825462
"6341",37.7371640705032,-120.927374923815
"6356",37.6286696713859,-120.921582488295
"6359",37.6377032378939,-120.915712690242
"6401",37.5187125241176,-120.888089539735
"6403",37.48854333,-120.888829992804
"6416",37.4881917132898,-120.877667463006
"6418",37.4806815647432,-120.87624005676
"6478",37.771841142147,-120.834722508779
"6482",37.7621789247538,-120.833292736282
"6493",37.04707510375,-120.82579906125
"6514",37.53565086125,-120.814933938458
"6565",46.6938507554992,-120.752854711563
"6584",37.3850510275749,-120.727754730046
"6587",37.3921793819947,-120.727975415381
"6588",37.397248377046,-120.725568956589
"6727",35.1009975304174,-120.617723068584
"6733",46.6536578337468,-120.61134951376
"6781",35.0039907492361,-120.564448327986
"6824",46.6572477468991,-120.542152263061
"6847",46.6474596901142,-120.532042896651
"6855",46.6346007252143,-120.527553919321
"6864",46.6500822880689,-120.524288674325
"6953",34.935384276737,-120.481172802714
"7079",37.2754467932143,-120.432038918333
"7093",34.9257206845185,-120.425959733926
"7109",46.4377189425,-120.41802082162
"7114",37.28978167,-120.41716167
"7205",47.4677041794904,-120.320285937076
"7229",46.3772650825191,-120.297030280967
"7375",37.0194717431818,-120.113721515
"7500",36.9174066461754,-120.014149903772
"7521",47.830020285305,-119.994802762394
"7578",38.9598884692857,-119.939032109026
"7579",48.01412667,-119.9393
"7641",46.2672046776437,-119.888546565004
"7663",36.8097032016302,-119.872469022964
"7671",39.520704096175,-119.867097039436
"7736",36.7552125016667,-119.830348613333
"7741",39.5988637685619,-119.829816817943
"7895",36.7181749566766,-119.772811131227
"7902",36.7053405691094,-119.772447625328
"7908",36.7242542759432,-119.771912504131
"7917",39.1171622927778,-119.765760042089
"7922",36.2434180054352,-119.764809387296
"7935",39.531734803124,-119.761938489521
"7947",36.7029257492484,-119.757281321766
"7949",36.6907193553428,-119.755152383931
"7983",36.695915727175,-119.745801726867
"7989",36.7047433221577,-119.743892426708
"7995",39.5844138047962,-119.741493442499
"8008",36.6942801617525,-119.736486834152
"8009",39.5339419902144,-119.735046554402
"8012",36.6882361747655,-119.734834790741
"8023",36.6772412191071,-119.733057775268
"8025",39.5235786296229,-119.732397800559
"8162",35.622838025783,-119.670895126631
"8204",35.60462427,-119.649166145625
"8335",39.553996544289,-119.546502382315
"8363",39.5523364391944,-119.517167518
"8434",36.4179375,-119.466990835
"8436",35.1457708745139,-119.466171520278
"8506",36.340848106689,-119.418671782539
"8508",35.418748016295,-119.416057793113
"8685",36.2188348561023,-119.326671153427
"8750",45.8293382022727,-119.300070598929
"8775",45.8372813369656,-119.290180513883
"8808",35.88319666625,-119.282490835
"8810",45.811471943665,-119.281412896592
"8815",39.62466187375,-119.280205259063
"8816",45.8179879660805,-119.281147131555
"8827",36.3398245684796,-119.276737881395
"8890",35.7948625631515,-119.256670976015
"8898",35.7881091354739,-119.252401217493
"9045",35.4497464859565,-119.191888964471
"9049",35.5319602083036,-119.188794977679
"9055",35.4454260161531,-119.185652422081
"9092",35.4984331230219,-119.170438168569
"9096",34.1955661894597,-119.170779677727
"9109",46.1951407226,-119.164665874747
"9110",35.4866632427647,-119.16435428298
"9122",34.1911275619439,-119.161135074725
"9150",34.2257228160333,-119.148450002666
"9190",34.2084702689463,-119.135426823616
"9192",34.2171241470916,-119.131607809726
"9278",34.1368098998333,-119.104093082083
"9304",35.3047953270008,-119.096606772658
"9365",35.3137501277222,-119.078915212122
"9381",35.3100164900319,-119.074667691287
"9403",36.1583512748485,-119.069867160227
"9408",34.1916957000821,-119.069205984849
"9426",46.2198518119639,-119.064652884293
"9434",35.3822085274209,-119.060883029428
"9472",35.3717665211234,-119.05044855129
"9474",35.3852426020713,-119.051393571985
"9481",35.2234646305641,-119.038141822923
"9498",36.121682029599,-119.036472345646
"9511",36.0676652392618,-119.035094848164
"9577",35.3717969126797,-119.015530328821
"9578",36.0775847255833,-119.01628713075
"9580",36.0408112036111,-119.015944258889
"9583",45.8231966364702,-119.01547167
"9614",35.3794199174619,-119.001222204138
"9629",34.2556463629054,-118.997895688243
"9692",35.3720360507576,-118.968070674567
"9696",35.3579503858295,-118.967633746443
"9728",35.3574799505813,-118.952373230442
"9746",35.3531393386538,-118.943455701154
"9761",34.9870284367801,-118.936456675661
"9764",35.3775460935953,-118.937414248445
"9767",35.076487848125,-118.934540938056
"9773",34.9791942991941,-118.933877523747
"9787",35.3550574047283,-118.930095187007
"9788",34.1820105377273,-118.928476432576
"9793",35.3578496017481,-118.926830525653
"9802",35.2831320809477,-118.922112198791
"9822",35.3552640750659,-118.914405844169
"9826",35.3647206944932,-118.912861944375
"9827",46.138288526,-118.911906846519
"9830",34.18636583,-118.912791386667
"9878",35.2471534806696,-118.880688824063
"9907",35.3443755323913,-118.864314949209
"9980",45.6754498741751,-118.799708780236
"10032",34.2801647470145,-118.74249467227
"10057",34.5953566816381,-118.695621564255
"10092",36.15887,-118.652519997803
"10105",34.4923993671477,-118.631603847114
"10121",34.4800036376665,-118.620799397857
"10123",34.4870931264001,-118.618746953333
"10147",34.4284226297742,-118.593817185352
"10180",34.2747720586323,-118.564952649375
"10268",34.4240469186461,-118.495202615218
"10303",34.216189669986,-118.476815236073
"10307",40.11914167,-118.47638
"10330",34.3079461431098,-118.467080730991
"10349",34.4056231081603,-118.461863158532
"10365",35.1249139733571,-118.452384520214
"10384",34.2117322899273,-118.447879161618
"10385",33.9927336345985,-118.447275057823
"10425",34.2747143371456,-118.429240739871
"10467",34.2554918958575,-118.408740086079
"10474",33.9325392542411,-118.406175694821
"10479",33.919493852476,-118.404779791261
"10495",34.2048971294541,-118.401284780183
"10542",34.2303334679546,-118.386076758313
"10546",46.032707611105,-118.383071102328
"10614",34.1395831083103,-118.364419905529
"10622",34.0244238181818,-118.364205837729
"10623",33.900117710623,-118.363875875163
"10625",34.2289483325,-118.362939375
"10626",39.55096333,-118.363775154269
"10686",33.800660114431,-118.336112240423
"10694",33.8071316387189,-118.33283197666
"10708",33.98631276,-118.32935047
"10711",34.1953369638095,-118.32803752119
"10754",33.9026682882,-118.31231966465
"10767",33.8462060830763,-118.306153715244
"10781",33.8563378837884,-118.302547508453
"10865",33.8958937516729,-118.272160400508
"10883",34.1377173254354,-118.267302747654
"10921",33.7312623846351,-118.256967238437
"10924",33.7248986782078,-118.256419839197
"10954",34.0278472694771,-118.248581313019
"10955",33.8753625680136,-118.248973494217
"10960",33.8646633383838,-118.246254632874
"10963",33.9671156945238,-118.245424859762
"10967",33.7924902607348,-118.245741514266
"10968",34.0421715205357,-118.244436972286
"10969",34.1137874959804,-118.244698223382
"10970",34.1408016059524,-118.245424190714
"10971",34.0204191103706,-118.244381355365
"10973",33.946434603,-118.2445817305
"10974",34.1499025,-118.244469165
"10975",33.780949737,-118.244422282
"10981",33.8717052944994,-118.240430632851
"10988",34.0068034868304,-118.240795357366
"10991",33.9979743196552,-118.237939508497
"10994",34.0191662012937,-118.237481214218
"11012",34.0296956275688,-118.232958603992
"11013",34.0022210605044,-118.233363203298
"11020",33.8790981094825,-118.23081107704
"11029",34.0923537662406,-118.226003788647
"11068",34.0615198237294,-118.216764851972
"11074",34.0769484528333,-118.217068775917
"11078",33.9988535498658,-118.216645331278
"11080",33.7700415799597,-118.215852807513
"11082",33.7894030247619,-118.214829689524
"11083",33.9357686218421,-118.214992239474
"11084",33.8748822875682,-118.214758903909
"11085",34.7348613734456,-118.215982662313
"11091",33.851684713119,-118.21175156881
"11093",34.0156851025688,-118.210957042542
"11118",33.9825076626744,-118.204022232529
"11120",34.0091944717908,-118.201493706247
"11123",34.0001363159923,-118.20192064401
"11129",34.0217420452965,-118.199751988738
"11139",34.0122678918667,-118.196770388216
"11155",34.0136392806015,-118.191054469647
"11185",34.002799310692,-118.183008703451
"11202",34.0112377837103,-118.179699475305
"11230",34.0022153816958,-118.175230297071
"11236",34.7181254816667,-118.173115624625
"11249",33.87599646055,-118.16837284188
"11262",34.0113200663869,-118.167468750828
"11271",33.8988141318621,-118.166104115031
"11275",34.0001638593623,-118.165485316328
"11300",34.715031499,-118.1592083345
"11306",34.0087860388889,-118.160222918972
"11308",33.9976821822025,-118.160160090598
"11310",33.9833038509451,-118.157254301349
"11317",34.171545415,-118.15758125
"11319",34.04114927375,-118.15730447875
"11320",34.611058335,-118.156154165
"11347",34.6639174587839,-118.151177250393
"11391",33.9965146923252,-118.141935565575
"11393",33.9827839121198,-118.140293703796
"11408",33.8505285708108,-118.137655016094
"11412",34.0075018831399,-118.136253028378
"11422",33.9969576476152,-118.135385884329
"11445",33.9343519392113,-118.128582770784
"11538",33.9182851793391,-118.102376290781
"11539",33.986789561562,-118.103634962742
"11555",34.6900873904167,-118.097436407136
"11559",34.1491809865244,-118.095250829451
"11561",34.0354845869273,-118.094864325255
"11568",34.0718166666667,-118.093401666667
"11569",45.340155835,-118.0917625
"11570",34.0048454922329,-118.092944128348
"11600",33.9627558893304,-118.085718229442
"11605",33.9984915888456,-118.082959480305
"11626",34.1507005563363,-118.076722142102
"11635",34.0933925,-118.0733825
"11640",33.9999099898387,-118.07243279013
"11641",33.943549376651,-118.072876717849
"11662",33.9616723263838,-118.066314218606
"11670",45.3267478783333,-118.064752535556
"11675",33.8988945562381,-118.062472374768
"11689",33.8962928400654,-118.059315957932
"11692",33.8904471880269,-118.056693086271
"11709",33.9118145344231,-118.052619687624
"11712",33.940913877671,-118.051153934048
"11718",34.0848643121074,-118.048810880246
"11743",33.9127900085396,-118.042037823562
"11746",33.8900829213734,-118.041420893914
"11755",33.8048890216088,-118.039238800153
"11761",33.8940103110049,-118.035769625403
"11771",33.9163408092281,-118.033958985403
"11819",33.8636077594947,-118.018016438806
"11843",33.8818450739212,-118.009006302334
"11869",36.2337753096126,-118.004770595495
"11888",33.7332653872418,-117.996771159196
"11895",34.0638027573516,-117.995265971849
"11923",34.0633916932795,-117.986332362221
"11928",34.0294306281514,-117.983481251835
"11940",34.0389296642049,-117.979277259078
"11941",34.0654574388471,-117.979208321292
"11953",34.0284746708923,-117.974401500702
"11960",34.0346531945841,-117.972086787411
"11961",33.8738226681411,-117.97363849433
"11966",34.1097275447918,-117.970433144873
"11981",34.0700108489523,-117.965216082745
"11992",33.8718587447645,-117.961310177122
"12002",34.0207662153648,-117.957187425258
"12029",34.0153344356642,-117.947649098738
"12037",34.0936441196102,-117.941752267049
"12040",34.0037239988583,-117.941854040322
"12046",33.7708884710683,-117.94119668953
"12057",34.1289377936364,-117.935952427273
"12067",33.9146618013476,-117.933201172448
"12107",33.8016598186932,-117.918892731477
"12109",33.7144969117408,-117.919091910909
"12116",33.735954816,-117.917624946333
"12119",33.6340380595,-117.91734920925
"12120",33.9965737804501,-117.916163352314
"12123",33.6555037475,-117.91697792
"12129",33.7088254685197,-117.913532190191
"12139",33.9234313734957,-117.910415995268
"12145",33.8479469120275,-117.909544701942
"12153",33.9958324362969,-117.905067106788
"12260",33.8504003944444,-117.875505279167
"12314",33.7778074173571,-117.862762995607
"12319",34.0037029662164,-117.861533215108
"12339",34.0105131517768,-117.854298614824
"12347",34.0170153012148,-117.851087544888
"12356",34.0074074245775,-117.848129232053
"12364",33.9993147227778,-117.847205093889
"12365",33.9681128542857,-117.845806190714
"12370",34.0159598351452,-117.843896071774
"12392",33.8579571239973,-117.837080614691
"12395",33.8300244098812,-117.836499549294
"12409",33.6499397602999,-117.832963473029
"12423",34.1161251126842,-117.828158424874
"12435",33.6497617236211,-117.823734336891
"12458",33.8534971629762,-117.816496996429
"12484",33.8587391122564,-117.799399648242
"12511",34.0567291930197,-117.782211683038
"12521",34.0578367005123,-117.775042369606
"12558",33.5157005188095,-117.755689177381
"12567",34.0597174119808,-117.750983640346
"12585",33.8711090164337,-117.740766529804
"12602",34.0624161626535,-117.732849518026
"12606",33.6559329320764,-117.731280700715
"12621",34.0333084166804,-117.726324405584
"12627",33.6480951604595,-117.723119293893
"12642",33.6584777583411,-117.716987689185
"12666",33.5640023720831,-117.711981684127
"12698",33.985957083111,-117.700393020472
"12717",34.0834389718571,-117.690594436032
"12761",35.6094360203644,-117.673014197695
"12773",34.0605634008056,-117.668460746662
"12858",34.0523658473419,-117.633684047408
"12888",34.0492080048486,-117.617816221411
"12905",34.0666134323077,-117.610563063582
"12907",34.0438796910038,-117.610014894245
"12930",34.0290756316656,-117.599024443002
"12947",34.135854165625,-117.592193854375
"12948",47.6413400716667,-117.591323751667
"12955",34.0187673238372,-117.59108117595
"12956",34.0802971112972,-117.591268115541
"12957",34.0561925179167,-117.589815119583
"12960",34.0614797450062,-117.591391875178
"12961",33.8972511035563,-117.590267906901
"12967",34.0366889219107,-117.58723619297
"12968",34.0867317000334,-117.587155857575
"12969",34.0440670084309,-117.587300036036
"12972",33.890947914587,-117.587086815088
"12974",34.0769808347904,-117.586560361299
"12975",34.0700923312381,-117.585832045524
"12978",34.0294816914141,-117.585583625281
"12980",33.8853452500882,-117.584754019294
"12981",34.0827097774864,-117.58462977671
"12982",34.091027225,-117.584393389091
"12983",33.4482383334821,-117.584838150595
"12984",34.0626784535714,-117.584817139286
"12986",34.0806588151361,-117.581330728009
"12987",34.0414195212062,-117.581274168808
"12988",34.0472077574545,-117.581238716523
"12989",34.035527908092,-117.581102768095
"12991",33.9082998913333,-117.58187274
"12992",34.9599326857143,-117.581143789643
"12993",34.0315195538096,-117.579460433382
"12994",34.085416191749,-117.580332334435
"12996",34.0767727259615,-117.578771384038
"12999",34.0914211807703,-117.577740419824
"13002",34.0362024829837,-117.576843226412
"13005",34.0833001621539,-117.576206018223
"13010",34.0472430242444,-117.574578940817
"13012",34.0688210390625,-117.571406928438
"13020",34.0536825932763,-117.568873437916
"13030",34.0637364910907,-117.565347487229
